E,D,allowed,k_minus,k_plus
0.00000000000,1.33341951742,false,-0.00000000000,0.00000000000
0.0500000000000,1.31036810048,false,-0.00000000000,0.00000000000
0.100000000000,1.28748372241,false,-0.00000000000,0.00000000000
0.150000000000,1.26476562134,false,-0.00000000000,0.00000000000
0.200000000000,1.24221303795,false,-0.00000000000,0.00000000000
0.250000000000,1.21982521548,false,-0.00000000000,0.00000000000
0.300000000000,1.19760139969,false,-0.00000000000,0.00000000000
0.350000000000,1.17554083889,false,-0.00000000000,0.00000000000
0.400000000000,1.15364278389,false,-0.00000000000,0.00000000000
0.450000000000,1.13190648804,false,-0.00000000000,0.00000000000
0.500000000000,1.11033120718,false,-0.00000000000,0.00000000000
0.550000000000,1.08891619967,false,-0.00000000000,0.00000000000
0.600000000000,1.06766072637,false,-0.00000000000,0.00000000000
0.650000000000,1.04656405060,false,-0.00000000000,0.00000000000
0.700000000000,1.02562543821,false,-0.00000000000,0.00000000000
0.750000000000,1.00484415748,false,-0.00000000000,0.00000000000
0.800000000000,0.984219479192,true,-0.177888732039,0.177888732039
0.850000000000,0.963750676588,true,-0.270075795378,0.270075795378
0.900000000000,0.943437025358,true,-0.337947910644,0.337947910644
0.950000000000,0.923277803648,true,-0.394268502436,0.394268502436
1.00000000000,0.903272292049,true,-0.443460484550,0.443460484550
1.05000000000,0.883419773589,true,-0.487685466663,0.487685466663
1.10000000000,0.863719533727,true,-0.528192258689,0.528192258689
1.15000000000,0.844170860346,true,-0.565779736715,0.565779736715
1.20000000000,0.824773043749,true,-0.600995607361,0.600995607361
1.25000000000,0.805525376651,true,-0.634234772179,0.634234772179
1.30000000000,0.786427154172,true,-0.665793090159,0.665793090159
1.35000000000,0.767477673830,true,-0.695899017406,0.695899017406
1.40000000000,0.748676235537,true,-0.724733327197,0.724733327197
1.45000000000,0.730022141590,true,-0.752441978672,0.752441978672
1.50000000000,0.711514696667,true,-0.779144836806,0.779144836806
1.55000000000,0.693153207818,true,-0.804941769997,0.804941769997
1.60000000000,0.674936984461,true,-0.829917029259,0.829917029259
1.65000000000,0.656865338374,true,-0.854142466294,0.854142466294
1.70000000000,0.638937583691,true,-0.877679945925,0.877679945925
1.75000000000,0.621153036892,true,-0.900583186524,0.900583186524
1.80000000000,0.603511016799,true,-0.922899185944,0.922899185944
1.85000000000,0.586010844570,true,-0.944669341651,0.944669341651
1.90000000000,0.568651843692,true,-0.965930341601,0.965930341601
1.95000000000,0.551433339975,true,-0.986714880717,0.986714880717
2.00000000000,0.534354661545,true,-1.00705224297,1.00705224297
2.05000000000,0.517415138838,true,-1.02696877865,1.02696877865
2.10000000000,0.500614104596,true,-1.04648829902,1.04648829902
2.15000000000,0.483950893856,true,-1.06563240516,1.06563240516
2.20000000000,0.467424843949,true,-1.08442076399,1.08442076399
2.25000000000,0.451035294490,true,-1.10287134140,1.10287134140
2.30000000000,0.434781587375,true,-1.12100060050,1.12100060050
2.35000000000,0.418663066773,true,-1.13882367094,1.13882367094
2.40000000000,0.402679079117,true,-1.15635449462,1.15635449462
2.45000000000,0.386828973104,true,-1.17360595134,1.17360595134
2.50000000000,0.371112099684,true,-1.19058996794,1.19058996794
2.55000000000,0.355527812058,true,-1.20731761335,1.20731761335
2.60000000000,0.340075465668,true,-1.22379918180,1.22379918180
2.65000000000,0.324754418191,true,-1.24004426585,1.24004426585
2.70000000000,0.309564029536,true,-1.25606182084,1.25606182084
2.75000000000,0.294503661837,true,-1.27186022185,1.27186022185
2.80000000000,0.279572679445,true,-1.28744731429,1.28744731429
2.85000000000,0.264770448925,true,-1.30283045887,1.30283045887
2.90000000000,0.250096339046,true,-1.31801657184,1.31801657184
2.95000000000,0.235549720778,true,-1.33301216095,1.33301216095
3.00000000000,0.221129967286,true,-1.34782335776,1.34782335776
3.05000000000,0.206836453924,true,-1.36245594671,1.36245594671
3.10000000000,0.192668558226,true,-1.37691539131,1.37691539131
3.15000000000,0.178625659905,true,-1.39120685791,1.39120685791
3.20000000000,0.164707140842,true,-1.40533523711,1.40533523711
3.25000000000,0.150912385085,true,-1.41930516334,1.41930516334
3.30000000000,0.137240778839,true,-1.43312103254,1.43312103254
3.35000000000,0.123691710463,true,-1.44678701840,1.44678701840
3.40000000000,0.110264570461,true,-1.46030708710,1.46030708710
3.45000000000,0.0969587514798,true,-1.47368501082,1.47368501082
3.50000000000,0.0837736483009,true,-1.48692438016,1.48692438016
3.55000000000,0.0707086578351,true,-1.50002861549,1.50002861549
3.60000000000,0.0577631791165,true,-1.51300097739,1.51300097739
3.65000000000,0.0449366132972,true,-1.52584457633,1.52584457633
3.70000000000,0.0322283636411,true,-1.53856238145,1.53856238145
3.75000000000,0.0196378355181,true,-1.55115722885,1.55115722885
3.80000000000,0.00716443639854,true,-1.56363182910,1.56363182910
3.85000000000,-0.00519242415259,true,-1.57598877428,1.57598877428
3.90000000000,-0.0174333344816,true,-1.58823054446,1.58823054446
3.95000000000,-0.0295588808515,true,-1.60035951374,1.60035951374
4.00000000000,-0.0415696474482,true,-1.61237795587,1.61237795587
4.05000000000,-0.0534662163858,true,-1.62428804942,1.62428804942
4.10000000000,-0.0652491677124,true,-1.63609188266,1.63609188266
4.15000000000,-0.0769190794158,true,-1.64779145807,1.64779145807
4.20000000000,-0.0884765274292,true,-1.65938869655,1.65938869655
4.25000000000,-0.0999220856370,true,-1.67088544138,1.67088544138
4.30000000000,-0.111256325880,true,-1.68228346187,1.68228346187
4.35000000000,-0.122479817962,true,-1.69358445681,1.69358445681
